t,v
1538571486,1693
1538571704,1807
1538571912,1694
1538572123,1685
1538572331,1734
1538572541,1709
1538572757,1782
1538572973,1727
1538573181,1731
1538573391,1698
1538573599,1809
1538573818,1729
1538574028,1809
1538574239,1731
1538584634,1714
1538584844,1808
1538585055,1713
1538585265,1808
1538585473,1702
1538585691,1663
1538585900,1733
1538586110,1707
1538586318,1793
1538586529,1811
1538586745,1671
1538586962,1658
1538587170,1747
1538587380,1712
1538587588,1775
1538587806,1811
1538598255,1729
1538598465,1695
1538598682,1810
1538598892,1663
1538599104,1754
1538599314,1713
1538599522,1776
1538599738,1753
1538599951,1795
1538600162,1786
1538600370,1678
1538600580,1775
1538600796,1724
1538601011,1744
1538601220,1671
1538601430,1775
1538611863,1813
1538612073,1722
1538612281,1763
1538612492,1811
1538612708,1679
1538612918,1791
1538613127,1717
1538613337,1678
1538613546,1812
1538613764,1732
1538613976,1728
1538614186,1693
1538614394,1807
1538614605,1745
1538614821,1669
1538625253,1727
1538625462,1735
1538625680,1813
1538625888,1808
1538626102,1734
1538626310,1675
1538626521,1802
1538626737,1702
1538626954,1657
1538627162,1808
1538627372,1733
1538627581,1675
1538627799,1804
1538628010,1663
1538628220,1797
1538628428,1715
1538638845,1815
1538639058,1729
1538639269,1691
1538639477,1808
1538639695,1734
1538639904,1723
1538640114,1808
1538640322,1700
1538640533,1653
1538640749,1744
1538640962,1717
1538641170,1734
1538641380,1709
1538641588,1802
1538641807,1745
1538652248,1710
1538652458,1661
1538652674,1734
1538652885,1683
1538653094,1809
1538653304,1730
1538653512,1686
1538653730,1795
1538653943,1806
1538654153,1735
1538654362,1654
1538654572,1796
1538654788,1715
1538655003,1737
1538655211,1670
1538655421,1779
1538665822,1783
1538666038,1811
1538666246,1690
1538666456,1712
1538666673,1729
1538666883,1674
1538667092,1811
1538667303,1723
1538667511,1742
1538667729,1810
1538667943,1731
1538668154,1696
1538668362,1807
1538668572,1733
1538668788,1658
1538679246,1690
1538679454,1808
1538679672,1733
1538679880,1751
1538680092,1809
1538680300,1695
1538680510,1681
1538680726,1731
1538680942,1733
1538681151,1669
1538681361,1786
1538681569,1728
1538681787,1693
1538682001,1755
1538682212,1809
1538682420,1692
1538692812,1744
1538693026,1725
1538693236,1686
1538693444,1809
1538693663,1729
1538693871,1807
1538694083,1735
1538694291,1673
1538694501,1778
1538694717,1713
1538694929,1712
1538695137,1732
1538695347,1705
1538695555,1776
1538695773,1811
1538695988,1723
1538706412,1801
1538706628,1702
1538706838,1654
1538707048,1722
1538707258,1680
1538707466,1808
1538707685,1728
1538707893,1787
1538708104,1812
1538708312,1682
1538708522,1739
1538708738,1735
1538708953,1810
1538709161,1689
1538709372,1711
1538719782,1813
1538719995,1653
1538720203,1757
1538720413,1719
1538720630,1790
1538720840,1813
1538721054,1721
1538721264,1681
1538721472,1811
1538721691,1730
1538721899,1756
1538722110,1810
1538722318,1690
1538722528,1709
1538722745,1729
1538722959,1810
1538733389,1795
1538733599,1733
1538733816,1655
1538734029,1740
1538734237,1671
1538734447,1787
1538734664,1714
1538734874,1760
1538735084,1728
1538735294,1687
1538735502,1808
1538735720,1730
1538735933,1723
1538736144,1683
1538736352,1811
1538746780,1738
1538746993,1734
1538747203,1709
1538747411,1792
1538747629,1741
1538747838,1669
1538748050,1813
1538748258,1680
1538748468,1746
1538748685,1726
1538748895,1654
1538749104,1744
1538749314,1713
1538749523,1775
1538749740,1811
1538749954,1733
1538760371,1802
1538760579,1706
1538760798,1655
1538761009,1680
1538761219,1744
1538761428,1731
1538761646,1687
1538761854,1808
1538762065,1728
1538762273,1702
1538762483,1806
1538762700,1697
1538762910,1715
1538763119,1732
1538763329,1709
1538773774,1731
1538773989,1811
1538774197,1689
1538774407,1705
1538774623,1734
1538774834,1709
1538775044,1745
1538775254,1713
1538775462,1779
1538775681,1757
1538775889,1811
1538776103,1728
1538776311,1718
1538776521,1808
1538776738,1696
1538776953,1712
1538787349,1808
1538787559,1731
1538787776,1682
1538787992,1693
1538788200,1731
1538788411,1708
1538788627,1805
1538788837,1738
1538789047,1779
1538789257,1813
1538789466,1685
1538789684,1725
1538789892,1681
1538790105,1717
1538790313,1730
1538800772,1725
1538800987,1679
1538801197,1744
1538801405,1730
1538801623,1712
1538801831,1788
1538802047,1767
1538802255,1728
1538802465,1687
1538802682,1809
1538802892,1685
1538803104,1738
1538803314,1712
1538803522,1781
1538803738,1773
1538803951,1799
1538814401,1744
1538814617,1728
1538814827,1685
1538815042,1747
1538815252,1811
1538815460,1689
1538815679,1739
1538815887,1808
1538816104,1731
1538816312,1680
1538816522,1805
1538816738,1715
1538816953,1733
1538817161,1691
1538817372,1805
1538817580,1705
1538828011,1808
1538828220,1698
1538828430,1667
1538828646,1734
1538828856,1705
1538829065,1803
1538829275,1746
1538829483,1671
1538829702,1790
1538829910,1703
1538830121,1655
1538830329,1755
1538830539,1718
1538830755,1763
1538830970,1671
1538841395,1794
1538841605,1813
1538841821,1678
1538842036,1717
1538842244,1775
1538842454,1812
1538842670,1694
1538842880,1742
1538843092,1670
1538843302,1781
1538843511,1723
1538843729,1675
1538843943,1767
1538844153,1813
1538844362,1683
1538844572,1731
1538854990,1737
1538855200,1711
1538855409,1782
1538855627,1757
1538855835,1671
1538856048,1813
1538856256,1679
1538856466,1745
1538856682,1733
1538856892,1791
1538857104,1712
1538857314,1677
1538857522,1810
1538857738,1811
1538857951,1759
1538868393,1813
1538868602,1686
1538868820,1711
1538869034,1808
1538869244,1731
1538869453,1666
1538869671,1795
1538869879,1762
1538870092,1811
1538870301,1686
1538870511,1707
1538870727,1729
1538870942,1812
1538871150,1683
1538871361,1733
1538871569,1731
1538881972,1730
1538882181,1717
1538882391,1809
1538882599,1687
1538882818,1719
1538883028,1696
1538883238,1687
1538883447,1734
1538883665,1701
1538883873,1678
1538884089,1763
1538884297,1727
1538884507,1690
1538884723,1808
1538884939,1801
1538895387,1788
1538895598,1720
1538895814,1763
1538896028,1683
1538896236,1808
1538896446,1732
1538896663,1703
1538896873,1759
1538897083,1661
1538897293,1776
1538897501,1723
1538897720,1673
1538897933,1710
1538898143,1808
1538898352,1705
1538898562,1669
1538909016,1675
1538909226,1770
1538909434,1728
1538909653,1679
1538909861,1811
1538910071,1731
1538910280,1719
1538910490,1808
1538910706,1697
1538910916,1731
1538911125,1730
1538911335,1697
1538911544,1808
1538911762,1735
1538911976,1702
1538912187,1653
1538922632,1697
1538922842,1679
1538923054,1674
1538923265,1802
1538923473,1711
1538923691,1670
1538923899,1737
1538924110,1714
1538924318,1777
1538924528,1811
1538924745,1677
1538924959,1718
1538925167,1761
1538925378,1811
1538925586,1706
1538936014,1662
1538936222,1758
1538936433,1717
1538936649,1758
1538936859,1809
1538937067,1680
1538937278,1743
1538937486,1729
1538937704,1693
1538937912,1810
1538938123,1729
1538938331,1697
1538938542,1807
1538938758,1711
1538938973,1732
1538939181,1685
1538949605,1721
1538949821,1775
1538950036,1675
1538950244,1812
1538950454,1725
1538950670,1755
1538950881,1695
1538951092,1807
1538951303,1733
1538951511,1667
1538951730,1808
1538951943,1811
1538952153,1725
1538952361,1745
1538952572,1809
1538963008,1749
1538963218,1809
1538963427,1697
1538963645,1712
1538963853,1731
1538964064,1680
1538964273,1810
1538964483,1727
1538964700,1754
1538964910,1809
1538965118,1685
1538965328,1711
1538965536,1733
1538965754,1707
1538965968,1684
1538966178,1711
1538976583,1690
1538976801,1718
1538977012,1687
1538977222,1713
1538977430,1731
1538977649,1696
1538977857,1808
1538978068,1731
1538978276,1702
1538978486,1805
1538978702,1709
1538978912,1677
1538979121,1741
1538979331,1714
1538979539,1783
1538990007,1808
1538990215,1702
1538990425,1654
1538990641,1739
1538990852,1712
1538991064,1711
1538991274,1668
1538991482,1813
1538991700,1725
1538991909,1767
1538992119,1809
1538992327,1687
1538992537,1714
1538992753,1732
1538992970,1729
1538993178,1707
1539003565,1679
1539003781,1811
1539003995,1738
1539004203,1731
1539004413,1698
1539004630,1807
1539004840,1734
1539005054,1707
1539005264,1655
1539005472,1773
1539005691,1714
1539005899,1799
1539006110,1755
1539006318,1671
1539006528,1775
1539016914,1728
1539017125,1679
1539017333,1808
1539017543,1731
1539017759,1667
1539017976,1714
1539018184,1730
1539018395,1705
1539018603,1792
1539018821,1814
1539019033,1756
1539019244,1715
1539019452,1777
1539019670,1812
1539019878,1808
1539020092,1730
1539030472,1770
1539030690,1810
1539030899,1679
1539031109,1755
1539031317,1729
1539031528,1693
1539031744,1811
1539031959,1759
1539032167,1731
1539032377,1697
1539032585,1800
1539032803,1748
1539033018,1702
1539033228,1655
1539033436,1787
1539043825,1722
1539044036,1758
1539044246,1714
1539044454,1766
1539044672,1810
1539044881,1654
1539045092,1786
1539045300,1721
1539045510,1680
1539045727,1812
1539045942,1808
1539046151,1697
1539046361,1677
1539046569,1731
1539046787,1707
1539047001,1680
1539057384,1811
1539057592,1678
1539057811,1755
1539058023,1775
1539058233,1813
1539058442,1685
1539058660,1758
1539058868,1714
1539059079,1675
1539059288,1812
1539059498,1727
1539059714,1758
1539059925,1758
1539060134,1675
1539060344,1767
1539070733,1682
1539070945,1811
1539071153,1691
1539071363,1693
1539071572,1733
1539071790,1707
1539072004,1679
1539072214,1767
1539072422,1727
1539072640,1696
1539072848,1808
1539073063,1743
1539073271,1729
1539073482,1693
1539073698,1809
1539073908,1729
1539084291,1735
1539084501,1712
1539084718,1798
1539084929,1726
1539085137,1735
1539085348,1808
1539085556,1686
1539085774,1729
1539085987,1770
1539086198,1811
1539086406,1682
1539086624,1735
1539086832,1734
1539087047,1807
1539087255,1708
1539097645,1765
1539097853,1728
1539098064,1673
1539098272,1812
1539098482,1727
1539098698,1725
1539098909,1811
1539099117,1695
1539099327,1680
1539099535,1735
1539099753,1713
1539099968,1654
1539100178,1791
1539100386,1720
1539100597,1671
1539100813,1817
1539111203,1719
1539111411,1774
1539111629,1814
1539111838,1681
1539112050,1810
1539112258,1698
1539112468,1669
1539112684,1731
1539112895,1682
1539113104,1813
1539113314,1729
1539113522,1711
1539113738,1655
1539113951,1758
1539114162,1813
1539124552,1799
1539124770,1759
1539124985,1710
1539125195,1669
1539125403,1813
1539125622,1719
1539125830,1765
1539126044,1680
1539126252,1811
1539126462,1728
1539126678,1708
1539126889,1659
1539127103,1759
1539127313,1718
1539127521,1770
1539127738,1803
1539138180,1725
1539138390,1681
1539138599,1812
1539138817,1728
1539139028,1810
1539139238,1728
1539139446,1730
1539139665,1809
1539139873,1729
1539140089,1705
1539140297,1798
1539140507,1776
1539140723,1677
1539140940,1679
1539141148,1811
1539141358,1725
1539151788,1734
1539152003,1808
1539152211,1702
1539152421,1653
1539152637,1745
1539152847,1717
1539153060,1718
1539153270,1680
1539153478,1810
1539153696,1728
1539153905,1757
1539154115,1810
1539154323,1694
1539154533,1680
1539154749,1733
1539165179,1701
1539165387,1798
1539165597,1741
1539165813,1671
1539166028,1712
1539166236,1791
1539166446,1811
1539166663,1659
1539166873,1810
1539167083,1687
1539167293,1711
1539167501,1732
1539167720,1699
1539167933,1671
1539168143,1778
1539168352,1718
1539178770,1733
1539178984,1705
1539179194,1653
1539179402,1759
1539179621,1712
1539179829,1791
1539180043,1668
1539180252,1811
1539180462,1719
1539180678,1777
1539180889,1771
1539181103,1724
1539181313,1680
1539181521,1809
1539181738,1813
1539192173,1682
1539192383,1733
1539192591,1722
1539192810,1681
1539193023,1671
1539193233,1773
1539193441,1728
1539193659,1687
1539193867,1791
1539194079,1719
1539194287,1767
1539194497,1812
1539194714,1680
1539194924,1785
1539195133,1724
1539195343,1681
1539205747,1733
1539205962,1803
1539206170,1710
1539206380,1673
1539206588,1747
1539206807,1716
1539207020,1693
1539207230,1689
1539207438,1738
1539207656,1717
1539207864,1770
1539208074,1810
1539208283,1685
1539208493,1707
1539208709,1731
1539219171,1673
1539219379,1813
1539219589,1712
1539219806,1783
1539220023,1795
1539220231,1714
1539220441,1675
1539220657,1811
1539220867,1718
1539221076,1763
1539221286,1811
1539221494,1681
1539221713,1763
1539221922,1712
1539222132,1671
1539222341,1811
1539232729,1731
1539232943,1698
1539233153,1667
1539233362,1743
1539233572,1712
1539233788,1780
1539234003,1655
1539234211,1744
1539234421,1712
1539234637,1783
1539234848,1810
1539235060,1808
1539235270,1730
1539235478,1681
1539235696,1808
1539246078,1771
1539246289,1810
1539246497,1689
1539246715,1742
1539246924,1717
1539247134,1680
1539247343,1809
1539247553,1731
1539247769,1676
1539247981,1739
1539248189,1671
1539248399,1774
1539248616,1717
1539248826,1680
1539249036,1718
1539249247,1680
1539259645,1709
1539259855,1657
1539260065,1722
1539260275,1680
1539260483,1810
1539260702,1724
1539260910,1783
1539261121,1812
1539261329,1683
1539261539,1730
1539261755,1732
1539261970,1813
1539262178,1686
1539262388,1722
1539262597,1811
1539272990,1809
1539273198,1695
1539273408,1683
1539273625,1733
1539273835,1699
1539274045,1733
1539274255,1709
1539274464,1788
1539274682,1753
1539274890,1812
1539275104,1728
1539275312,1719
1539275522,1808
1539275738,1710
1539275953,1729
1539276161,1714
1539286548,1671
1539286764,1811
1539286978,1763
1539287187,1726
1539287397,1689
1539287605,1808
1539287823,1735
1539288036,1722
1539288247,1680
1539288455,1810
1539288673,1733
1539288881,1783
1539289092,1812
1539289301,1680
1539289511,1744
1539299897,1733
1539300108,1707
1539300316,1789
1539300526,1812
1539300742,1679
1539300957,1712
1539301165,1784
1539301375,1810
1539301584,1679
1539301802,1746
1539302012,1682
1539302222,1712
1539302430,1731
1539302649,1689
1539302857,1806
1539303068,1732
1539313455,1745
1539313674,1809
1539313882,1671
1539314093,1776
1539314301,1727
1539314511,1686
1539314728,1810
1539314942,1765
1539315151,1727
1539315361,1689
1539315569,1799
1539315787,1753
1539316001,1705
1539316211,1655
1539316420,1789
1539326809,1718
1539327023,1677
1539327233,1755
1539327441,1729
1539327659,1694
1539327868,1811
1539328079,1729
1539328287,1694
1539328497,1805
1539328713,1698
1539328924,1696
1539329132,1731
1539329342,1705
1539329550,1806
1539329769,1739
1539329979,1788
1539340367,1808
1539340575,1696
1539340793,1660
1539341007,1758
1539341217,1808
1539341425,1691
1539341644,1730
1539341852,1733
1539342064,1719
1539342272,1731
1539342483,1703
1539342699,1808
1539342909,1732
1539343118,1680
1539343328,1803
1539353716,1694
1539353927,1779
1539354136,1724
1539354346,1683
1539354554,1813
1539354772,1730
1539354987,1680
1539355197,1751
1539355405,1728
1539355624,1690
1539355832,1808
1539356046,1707
1539356255,1731
1539356465,1710
1539356681,1801
1539356891,1671
1539367274,1777
1539367485,1715
1539367701,1793
1539367911,1738
1539368120,1667
1539368330,1776
1539368538,1727
1539368756,1687
1539368971,1726
1539369181,1808
1539369389,1695
1539369599,1739
1539369816,1730
1539370029,1727
1539370237,1733
1539380635,1671
1539380843,1811
1539381059,1808
1539381267,1700
1539381477,1655
1539381693,1737
1539381904,1697
1539382113,1802
1539382323,1761
1539382531,1670
1539382749,1787
1539382960,1663
1539383170,1787
1539383378,1722
1539383588,1712
1539383803,1789
1539394256,1813
1539394464,1680
1539394683,1777
1539394891,1726
1539395105,1808
1539395313,1702
1539395523,1659
1539395738,1808
1539395953,1788
1539396162,1719
1539396372,1679
1539396580,1810
1539396798,1732
1539397009,1813
1539397219,1719
1539397428,1762
1539407864,1808
1539408072,1702
1539408282,1654
1539408490,1758
1539408708,1714
1539408917,1799
1539409128,1759
1539409336,1669
1539409546,1787
1539409762,1724
1539409978,1728
1539410187,1744
1539410397,1809
1539410605,1702
1539410823,1655
1539421250,1731
1539421461,1701
1539421677,1805
1539421887,1719
1539422097,1766
1539422307,1809
1539422515,1694
1539422734,1731
1539422944,1681
1539423155,1729
1539423363,1730
1539423573,1707
1539423789,1789
1539424005,1803
1539424214,1712
1539424424,1675
1539434841,1799
1539435054,1706
1539435262,1802
1539435472,1739
1539435689,1680
1539435899,1799
1539436108,1712
1539436318,1673
1539436526,1810
1539436744,1719
1539436957,1718
1539437167,1680
1539437375,1809
1539437585,1729
1539437802,1687
1539448249,1728
1539448457,1730
1539448675,1809
1539448883,1677
1539449094,1751
1539449302,1731
1539449513,1696
1539449728,1805
1539449945,1806
1539450153,1709
1539450363,1667
1539450571,1811
1539450790,1718
1539451004,1685
1539451214,1703
1539451422,1733
1539461823,1808
1539462036,1811
1539462246,1731
1539462454,1705
1539462672,1797
1539462880,1680
1539463092,1744
1539463300,1731
1539463510,1697
1539463727,1808
1539463942,1777
1539464150,1725
1539464361,1683
1539464569,1808
1539464787,1733
1539475243,1721
1539475453,1679
1539475669,1810
1539475879,1668
1539476091,1740
1539476301,1712
1539476509,1786
1539476727,1813
1539476940,1757
1539477150,1714
1539477359,1765
1539477569,1815
1539477785,1680
1539477998,1811
1539478206,1686
1539478416,1714
1539488801,1806
1539489014,1691
1539489222,1809
1539489432,1733
1539489649,1679
1539489859,1798
1539490067,1710
1539490277,1670
1539490485,1811
1539490704,1724
1539490912,1777
1539491122,1812
1539491331,1684
1539491541,1725
1539491757,1733
1539502154,1685
1539502362,1808
1539502572,1733
1539502789,1669
1539503005,1712
1539503214,1732
1539503424,1709
1539503640,1791
1539503850,1811
1539504063,1732
1539504273,1707
1539504481,1794
1539504700,1735
1539504908,1677
1539505119,1799
1539505327,1715
1539515712,1812
1539515921,1670
1539516131,1776
1539516339,1722
1539516549,1681
1539516765,1808
1539516978,1679
1539517187,1810
1539517397,1729
1539517605,1663
1539517823,1794
1539518036,1811
1539518246,1729
1539518455,1730
1539518673,1803
1539529062,1658
1539529272,1793
1539529480,1716
1539529698,1670
1539529907,1739
1539530117,1712
1539530325,1782
1539530536,1811
1539530752,1683
1539530964,1814
1539531173,1680
1539531383,1743
1539531591,1715
1539531810,1673
1539532023,1654
1539532233,1795
1539542628,1719
1539542838,1680
1539543048,1732
1539543258,1702
1539543466,1802
1539543685,1733
1539543893,1728
1539544104,1808
1539544312,1700
1539544523,1664
1539544738,1813
1539544953,1802
1539545162,1712
1539545372,1671
1539545580,1817
1539555973,1756
1539556181,1730
1539556391,1693
1539556600,1810
1539556818,1731
1539557029,1808
1539557239,1733
1539557447,1679
1539557666,1808
1539557874,1812
1539558089,1722
1539558297,1739
1539558507,1808
1539558723,1701
1539558940,1701
1539559148,1802
1539569531,1708
1539569748,1797
1539569962,1669
1539570170,1785
1539570380,1719
1539570589,1763
1539570807,1811
1539571020,1735
1539571230,1711
1539571439,1783
1539571656,1810
1539571864,1683
1539572075,1725
1539572283,1732
1539572493,1703
1539582881,1783
1539583092,1722
1539583300,1755
1539583510,1809
1539583727,1687
1539583942,1709
1539584151,1791
1539584361,1778
1539584569,1685
1539584787,1723
1539585001,1811
1539585212,1728
1539585420,1728
1539585638,1808
1539585846,1704
1539586060,1796
1539596439,1683
1539596657,1729
1539596865,1729
1539597076,1694
1539597284,1806
1539597494,1733
1539597711,1689
1539597921,1809
1539598130,1695
1539598340,1671
1539598548,1735
1539598766,1712
1539598976,1741
1539599187,1712
1539599395,1771
1539609792,1813
1539610007,1713
1539610217,1675
1539610425,1810
1539610644,1716
1539610852,1776
1539611064,1728
1539611272,1734
1539611482,1808
1539611698,1699
1539611909,1712
1539612117,1730
1539612327,1702
1539612536,1793
1539612754,1810
1539612968,1714
1539623350,1670
1539623558,1732
1539623777,1706
1539623990,1685
1539624200,1719
1539624408,1733
1539624627,1693
1539624835,1808
1539625047,1701
1539625256,1802
1539625466,1755
1539625682,1677
1539625892,1730
1539626104,1710
1539626314,1808
1539636699,1730
1539636910,1697
1539637118,1806
1539637328,1735
1539637536,1669
1539637754,1777
1539637968,1808
1539638178,1734
1539638386,1655
1539638596,1806
1539638813,1701
1539639028,1730
1539639236,1699
1539639446,1806
1539639663,1696
1539639873,1788
1539650258,1758
1539650468,1813
1539650684,1683
1539650894,1793
1539651104,1716
1539651314,1679
1539651522,1811
1539651738,1809
1539651951,1787
1539652162,1714
1539652370,1769
1539652580,1813
1539652796,1680
1539653011,1712
1539653220,1779
1539663619,1719
1539663827,1767
1539664043,1779
1539664252,1723
1539664462,1680
1539664679,1811
1539664889,1810
1539665103,1696
1539665313,1671
1539665521,1733
1539665738,1728
1539665951,1712
1539666162,1675
1539666370,1813
1539666580,1721
1539666796,1766
1539677240,1779
1539677448,1724
1539677666,1682
1539677874,1679
1539678089,1755
1539678297,1729
1539678507,1689
1539678723,1808
1539678940,1808
1539679148,1698
1539679358,1670
1539679566,1731
1539679785,1703
1539679995,1733
1539680205,1710
1539680414,1786
1539690847,1655
1539691059,1671
1539691269,1776
1539691477,1724
1539691695,1685
1539691904,1810
1539692114,1730
1539692322,1707
1539692533,1806
1539692749,1701
1539692962,1809
1539693170,1690
1539693380,1709
1539693588,1733
1539693807,1707
1539704234,1803
1539704444,1744
1539704660,1671
1539704870,1808
1539705079,1707
1539705289,1663
1539705498,1776
1539705716,1711
1539705925,1811
1539706136,1728
1539706344,1726
1539706554,1809
1539706771,1701
1539706986,1719
1539707194,1750
1539707404,1809
1539717825,1655
1539718039,1719
1539718247,1761
1539718457,1813
1539718673,1693
1539718883,1787
1539719093,1719
1539719303,1679
1539719511,1811
1539719729,1727
1539719943,1698
1539720153,1667
1539720362,1743
1539720572,1712
1539720788,1791
1539731232,1808
1539731440,1701
1539731658,1661
1539731867,1734
1539732077,1706
1539732285,1799
1539732496,1751
1539732712,1677
1539732922,1795
1539733131,1715
1539733341,1674
1539733549,1810
1539733767,1728
1539733978,1810
1539734188,1728
1539734396,1729
1539744807,1654
1539745020,1742
1539745230,1809
1539745438,1696
1539745656,1655
1539745864,1737
1539746075,1712
1539746283,1783
1539746493,1813
1539746710,1677
1539746920,1792
1539747129,1719
1539747339,1679
1539747547,1813
1539747765,1731
1539758226,1810
1539758436,1730
1539758652,1702
1539758863,1801
1539759071,1709
1539759281,1665
1539759489,1811
1539759707,1725
1539759915,1789
1539760126,1814
1539760335,1679
1539760545,1744
1539760761,1732
1539760975,1811
1539761184,1692
1539761394,1683
1539771784,1680
1539771997,1737
1539772206,1659
1539772416,1783
1539772632,1713
1539772842,1675
1539773055,1677
1539773265,1771
1539773473,1723
1539773691,1681
1539773900,1813
1539774110,1728
1539774318,1723
1539774529,1808
1539774745,1693
1539785137,1782
1539785346,1675
1539785556,1786
1539785772,1719
1539785989,1719
1539786197,1759
1539786407,1811
1539786623,1686
1539786834,1714
1539787044,1699
1539787254,1667
1539787462,1744
1539787681,1709
1539787889,1721
1539788103,1682
1539788311,1809
1539798696,1674
1539798904,1731
1539799114,1701
1539799323,1801
1539799533,1747
1539799749,1671
1539799962,1735
1539800170,1667
1539800380,1785
1539800588,1718
1539800807,1680
1539801020,1691
1539801230,1807
1539801439,1710
1539801657,1663
1539812045,1733
1539812255,1705
1539812463,1793
1539812682,1735
1539812890,1811
1539813104,1726
1539813312,1738
1539813522,1808
1539813738,1699
1539813953,1726
1539814161,1742
1539814372,1809
1539814580,1687
1539814798,1713
1539815009,1677
1539815220,1759
1539825603,1786
1539825822,1811
1539826034,1785
1539826244,1719
1539826453,1765
1539826671,1809
1539826879,1799
1539827092,1744
1539827301,1669
1539827511,1782
1539827727,1715
1539827942,1731
1539828150,1654
1539828361,1791
1539828569,1712
1539838958,1675
1539839166,1813
1539839376,1727
1539839584,1743
1539839803,1810
1539840017,1724
1539840227,1683
1539840436,1809
1539840654,1731
1539840862,1665
1539841072,1798
1539841280,1712
1539841491,1671
1539841706,1809
1539841916,1727
1539842125,1739
1539852515,1809
1539852731,1685
1539852945,1731
1539853153,1669
1539853363,1795
1539853571,1711
1539853790,1667
1539854004,1799
1539854215,1747
1539854423,1671
1539854641,1775
1539854849,1727
1539855064,1811
1539855272,1681
1539855482,1717
1539855698,1728
1539866122,1800
1539866331,1711
1539866541,1670
1539866757,1811
1539866973,1808
1539867181,1698
1539867391,1655
1539867599,1733
1539867818,1703
1539868028,1734
1539868238,1709
1539868447,1791
1539868665,1738
1539868873,1730
1539869089,1694
1539879492,1811
1539879711,1722
1539879919,1778
1539880130,1810
1539880338,1683
1539880548,1735
1539880764,1729
1539880978,1805
1539881186,1709
1539881397,1671
1539881605,1810
1539881823,1722
1539882036,1695
1539882247,1678
1539882455,1739
1539882673,1715
1539893100,1805
1539893310,1745
1539893518,1671
1539893737,1792
1539893951,1744
1539894161,1713
1539894370,1781
1539894580,1811
1539894796,1677
1539895011,1698
1539895220,1799
1539895430,1757
1539895646,1651
1539895856,1791
1539896065,1713
1539906491,1733
1539906707,1682
1539906917,1810
1539907126,1694
1539907336,1677
1539907544,1733
1539907762,1714
1539907976,1675
1539908187,1762
1539908395,1728
1539908605,1698
1539908821,1805
1539909036,1708
1539909244,1733
1539909454,1703
1539909670,1799
1539920082,1813
1539920290,1695
1539920500,1671
1539920717,1731
1539920928,1677
1539921136,1813
1539921346,1728
1539921555,1760
1539921773,1810
1539921988,1727
1539922198,1685
1539922406,1810
1539922624,1729
1539922832,1687
1539923047,1707
1539933485,1731
1539933703,1690
1539933911,1811
1539934122,1729
1539934330,1695
1539934540,1806
1539934756,1709
1539934973,1701
1539935181,1805
1539935391,1761
1539935600,1659
1539935818,1795
1539936029,1670
1539936239,1789
1539936447,1717
1539936666,1674
1539947059,1799
1539947270,1759
1539947478,1678
1539947697,1799
1539947905,1702
1539948115,1651
1539948324,1777
1539948534,1717
1539948750,1749
1539948962,1727
1539949170,1734
1539949380,1808
1539949589,1698
1539949807,1674
1539950020,1759
1539960483,1724
1539960699,1779
1539960910,1769
1539961118,1678
1539961328,1764
1539961537,1726
1539961755,1686
1539961968,1675
1539962178,1776
1539962386,1726
1539962596,1675
1539962813,1812
1539963028,1797
1539963236,1719
1539963446,1679
1539963663,1811
1539974112,1771
1539974320,1728
1539974530,1692
1539974746,1808
1539974962,1794
1539975170,1716
1539975380,1680
1539975588,1811
1539975807,1726
1539976020,1709
1539976230,1671
1539976438,1812
1539976656,1730
1539976864,1745
1539977075,1808
1539977283,1693
1539987719,1657
1539987933,1779
1539988143,1813
1539988351,1683
1539988561,1712
1539988777,1731
1539988992,1808
1539989200,1701
1539989410,1655
1539989627,1738
1539989837,1712
1539990047,1810
1539990257,1729
1539990465,1719
1539990684,1809
1540001106,1807
1540001316,1742
1540001524,1663
1540001742,1786
1540001957,1739
1540002167,1712
1540002375,1788
1540002586,1810
1540002802,1680
1540003014,1813
1540003222,1685
1540003433,1726
1540003649,1731
1540003859,1699
1540004068,1808
1540004278,1733
1540014697,1712
1540014907,1811
1540015116,1686
1540015326,1709
1540015534,1731
1540015752,1709
1540015963,1737
1540016173,1712
1540016381,1789
1540016591,1808
1540016807,1699
1540017022,1717
1540017230,1775
1540017441,1813
1540017657,1689
1540028104,1813
1540028312,1684
1540028522,1730
1540028738,1739
1540028953,1810
1540029162,1691
1540029372,1695
1540029580,1733
1540029798,1705
1540030009,1727
1540030220,1686
1540030428,1808
1540030646,1733
1540030854,1664
1540031065,1808
1540031273,1701
1540041678,1738
1540041887,1807
1540042102,1734
1540042311,1669
1540042521,1783
1540042737,1712
1540042953,1721
1540043161,1747
1540043372,1809
1540043580,1687
1540043798,1714
1540044009,1675
1540044220,1761
1540044428,1729
1540044646,1698
1540055098,1737
1540055308,1713
1540055516,1785
1540055735,1757
1540055946,1804
1540056156,1738
1540056364,1673
1540056574,1792
1540056791,1721
1540057006,1736
1540057214,1658
1540057424,1786
1540057640,1727
1540057850,1687
1540058063,1679
1540058273,1753
1540068659,1734
1540068870,1690
1540069079,1808
1540069289,1732
1540069497,1658
1540069715,1806
1540069924,1686
1540070135,1704
1540070343,1733
1540070553,1700
1540070769,1803
1540070982,1705
1540071190,1795
1540071400,1785
1540071617,1653
1540082010,1717
1540082218,1767
1540082428,1810
1540082644,1681
1540082855,1727
1540083064,1701
1540083275,1659
1540083483,1759
1540083701,1706
1540083910,1802
